Outcome 2 Result 2b Kaplan-Meier Graph
" "
Generated by TriNetX
" "
Notes
48474 patients in Cohort 1 and 137931 patients in Cohort 2 were excluded because they met the index event more than 20 years ago.
" "
" "
Graph Data Table
Time (Days),Cohort 1: Survival Probability,Cohort 1: Survival Probability 95 % CI Lower,Cohort 1: Survival Probability 95 % CI Upper,Cohort 2: Survival Probability,Cohort 2: Survival Probability 95 % CI Lower,Cohort 2: Survival Probability 95 % CI Upper
2145,0.9565456423228132,0.9558516714658596,0.9572289503798515,0.9507097962715118,0.9504036512375874,0.951014100657205
2146,0.9565400353729759,0.9558459802764581,0.9572234264888966,0.9506916933322892,0.9503854248499203,0.9509961203775499
2147,0.9565063670312001,0.9558118059122245,0.9571902570743873,0.950672446200541,0.9503660464358127,0.9509770036890611
2148,0.9564782926215357,0.9557833095899927,0.9571625986622154,0.9506588511659467,0.9503523586451822,0.95096350081751
2149,0.9564558166009843,0.9557604957342183,0.9571404557397292,0.9506305087896758,0.9503238228551965,0.9509353506182537
2150,0.9564445696046343,0.9557490796106956,0.9571293754978496,0.9506123564419491,0.9503055466080784,0.9509173213775778
2151,0.9564164243126714,0.9557205108405078,0.9571016477392279,0.9505907801088133,0.950283822930163,0.9508958914465447
2152,0.9563995242068098,0.955703356384773,0.9570849984115779,0.9505737320072083,0.9502666583605276,0.9508789590675882
2153,0.9563826105520119,0.9556861880637427,0.9570683358451226,0.95055439771818,0.9502471919495741,0.9508597560547364
2154,0.9563656839254734,0.9556690064725288,0.9570516605995459,0.9505407408833624,0.9502334417623485,0.9508461919746066
2155,0.9563374547281654,0.9556403520017678,0.957023850697339,0.9505236586319536,0.9502162427072358,0.9508292257788326
2156,0.9563035596810969,0.9556059463865486,0.9569904590422694,0.950489470740797,0.9501818210273282,0.9507952701790415
2157,0.9562696369799781,0.9555715126752466,0.9569570401688081,0.9504666616393547,0.950158855934569,0.9507726160697559
2158,0.9562526602725148,0.9555542801425007,0.9569403156895017,0.9504426898774432,0.9501347201640589,0.9507488072655842
2159,0.9562413320095667,0.9555427810629002,0.9569291558396241,0.9504209836214912,0.9501128653564623,0.9507272486092347
2160,0.956235663177123,0.9555370266936561,0.9569235713394484,0.9504061220581366,0.9500979020588036,0.9507124881280528
2161,0.9562016241511777,0.9555024738830581,0.9568900388603693,0.9503889626864056,0.9500806251870559,0.9506954455029554
2162,0.9561959476459788,0.9554967116842944,0.9568844468413742,0.9503695022575768,0.9500610314666222,0.950676117510915
2163,0.9561845863396038,0.9554851787680836,0.9568732547254005,0.9503511750586111,0.9500425787131241,0.9506579150611592
2164,0.95616184345968,0.9554620921789186,0.9568508507060318,0.9503293951816596,0.9500206495838432,0.9506362834789824
2165,0.9561390795984903,0.9554389841435922,0.9568284261614346,0.9503110372927088,0.9500021658322919,0.9506180506448161
2166,0.9561219934819871,0.955421639608529,0.9568115948149069,0.9502926639198244,0.9499836664355883,0.9505998024866059
2167,0.9561162931863164,0.9554158530436361,0.956805979569544,0.9502708295768002,0.9499616822882696,0.9505781169858326
2168,0.9560877718130066,0.9553868998817469,0.9567778838817937,0.9502501304420053,0.9499408411108331,0.9505575589813477
2169,0.9560592322202919,0.9553579282283322,0.9567497702431624,0.9502317191127098,0.9499223034114649,0.950539273210321
2170,0.9560306692652186,0.9553289327805102,0.9567216336670249,0.9502029322375624,0.949893318926997,0.9505106826749375
2171,0.9560306692652186,0.9553289327805102,0.9567216336670249,0.9501879516437554,0.9498782354704894,0.9504958042828411
2172,0.9560077762216489,0.9553056926259715,0.956699082820041,0.950172956865554,0.9498631376674675,0.9504809118670766
2173,0.9559905904918684,0.9552882461905362,0.9566821541028061,0.9501521772074158,0.9498422151730745,0.9504602741264987
2174,0.9559848571054144,0.955282425775935,0.956676506510821,0.9501394694951923,0.9498294200803876,0.9504476532325684
2175,0.9559619089710087,0.9552591291930788,0.9566539018836069,0.9501198172810451,0.9498096326934191,0.9504281353213809
2176,0.9559561679752496,0.9552533009913924,0.9566482468566017,0.9501001530084172,0.9497898331427492,0.9504086054561472
2177,0.955933189916746,0.9552299737894414,0.9566256129866699,0.9500804763746054,0.9497700211214503,0.9503890633383493
2178,0.9559101941700561,0.9552066285388401,0.9566029617825347,0.9500561515714997,0.9497455289055091,0.9503649048702433
2179,0.9558756708594267,0.955171580405481,0.9565689558429104,0.9500352813331059,0.9497245149614706,0.9503441774119268
2180,0.9558699124681851,0.9551657344450696,0.9565632837770194,0.9500225172041137,0.9497116629058449,0.95033150064306
2181,0.9558699124681851,0.9551657344450696,0.9565632837770194,0.9500027766695159,0.9496917863385683,0.9503118952644296
2182,0.9558583796366169,0.95515402600913,0.956551924051981,0.9499911568354129,0.9496800864062596,0.9503003550121755
2183,0.9558295324173571,0.955124739517294,0.9565235098566074,0.9499655758034347,0.9496543289922643,0.9502749492249215
2184,0.9558064387509482,0.9551012941538516,0.9565007628838563,0.949941141335388,0.9496297260330443,0.950250682161576
2185,0.9557948820750262,0.9550895613940376,0.9564893797854513,0.9499260042970655,0.9496144845862831,0.9502356488582917
2186,0.9557833151195424,0.9550778180811988,0.9564779866751925,0.9499096887118178,0.9495980564039866,0.9502194451435573
2187,0.9557543744397322,0.9550484359915985,0.9564494811150202,0.9498921938621385,0.949580440768099,0.9502020703004391
2188,0.9557427896786452,0.9550366744860074,0.9564380705790323,0.9498793555096501,0.9495675137472706,0.950189320043792
2189,0.9557138081035853,0.9550072506471273,0.956409524962027,0.9498676765598129,0.949555754104595,0.9501777212656173
2190,0.9556906062389151,0.9549836946714017,0.9563866721589163,0.9498443045216701,0.9495322205494182,0.9501545097011372
2191,0.9556557816714031,0.9549483386229848,0.9563523714941214,0.9498232568174373,0.9495110273761721,0.9501336065261494
2192,0.9556325473718944,0.9549247496864962,0.9563294867744282,0.949802194021845,0.9494898189723159,0.9501126883979757
2193,0.9555976600855562,0.9548893296893729,0.9562951245992352,0.9497694010288833,0.9494567992201435,0.9500801206987273
2194,0.9555743834825441,0.9548656976145907,0.956272198396197,0.949760024757587,0.9494473580967101,0.9500708088603584
2195,0.9555510902832753,0.9548420486201039,0.9562492559147371,0.9497377414566632,0.949424920623447,0.9500486787349427
2196,0.9555336079185655,0.9548242991473482,0.9562320368452186,0.9497177904870692,0.949404831592703,0.9500288649337111
2197,0.9555219461100063,0.9548124591119406,0.9562205507186381,0.9496884335217596,0.9493752714725774,0.9499997098094994
2198,0.9555044421816299,0.9547946875838496,0.9562033105676077,0.9496637581103632,0.9493504253024831,0.9499752040525945
2199,0.9554986035100528,0.9547887596105294,0.9561975599215626,0.9496508241571275,0.9493374018211148,0.9499623590484438
2200,0.9554927596248679,0.9547828262719766,0.9561918042102157,0.9496284636479646,0.9493148864542574,0.9499401523949655
2201,0.9554752107964584,0.9547650086176805,0.956174520359217,0.9496143304317541,0.9493006553233453,0.9499261164597125
2202,0.9554635036934651,0.9547531221117093,0.9561629900898885,0.9495907592848647,0.9492769208358118,0.9499027075960537
2203,0.9554576464818398,0.9547471751020519,0.956157221389617,0.9495754271738219,0.9492614824491483,0.9498874810724894
2204,0.9554283421000517,0.9547174213411942,0.9561283599463243,0.9495518260025013,0.9492377176650709,0.9498640424544299
2205,0.9554166129364748,0.9547055122804834,0.956116808101114,0.9495317532326037,0.9492175057307409,0.9498441079477372
2206,0.9553931361637277,0.9546816752830283,0.9560936863870991,0.9495057566317839,0.9491913288501276,0.9498182904589911
2207,0.9553696394713109,0.9546578179396173,0.9560705451717855,0.9494915641802698,0.9491770379345706,0.9498041958335145
2208,0.9553578812204653,0.9546458791265653,0.9560589648914952,0.9494726274192584,0.949157969749016,0.9497853896452307
2209,0.9553461139178476,0.9546339310265846,0.9560473757897033,0.9494607842373931,0.9491460443478283,0.9497736281496566
2210,0.9553166775324368,0.9546040422976799,0.9560183852504198,0.9494311580272016,0.9491162124329354,0.9497442063104332
2211,0.9553048953542879,0.9545920790303571,0.9560067815598239,0.9494133714671964,0.9490983023668791,0.9497265424556708
2212,0.9552754215515187,0.9545621521476679,0.9559777543267473,0.9493920135107697,0.9490767960730223,0.9497053318746963
2213,0.9552577251486606,0.9545441836668985,0.9559603260917657,0.9493706401412283,0.9490552742234144,0.949684106022138
2214,0.9552577251486606,0.9545441836668985,0.9559603260917657,0.9493551902148724,0.9490397169155236,0.9496687627805367
2215,0.9552459068937617,0.9545321834371489,0.955948687192231,0.9493349714809434,0.9490193576067598,0.9496486837090204
2216,0.955222254435793,0.9545081666788193,0.9559253937890255,0.9493147400993125,0.9489989855389273,0.9496285921003318
2217,0.9552104214678403,0.9544961514245149,0.9559137404822002,0.9492933051470102,0.9489774015076564,0.9496073052591445
2218,0.95518082108044,0.9544660949777735,0.9558845895852242,0.9492801978541102,0.9489642030327671,0.9495942885561502
2219,0.9551630514866548,0.9544480516067206,0.9558670898254662,0.9492646980392779,0.948948595360975,0.949578895897752
2220,0.9551393419336724,0.9544239766671626,0.955843740395015,0.9492479942869804,0.9489317753341919,0.9495623076645325
2221,0.9551156105844884,0.9543998794475854,0.9558203696429859,0.9492336639965099,0.9489173452347806,0.9495480765342669
2222,0.9550977969132528,0.9543817910289986,0.9558028267575285,0.9492181283160064,0.9489017013071002,0.9495326483971296
2223,0.9550799709404483,0.9543636900355527,0.955785271838597,0.9492049743770782,0.9488884556867582,0.9495195855433578
2224,0.9550680788941169,0.9543516144512764,0.9557735606819288,0.9491942057007565,0.9488776119291752,0.9495088914598683
2225,0.9550383315547122,0.9543214079485208,0.9557442658798946,0.949176247063283,0.9488595280448011,0.9494910572543327
2226,0.9549966585402819,0.9542790918048054,0.9557032267162213,0.9491570797235537,0.9488402270046083,0.9494720227449798
2227,0.9549847420104564,0.9542669913252629,0.9556914914816068,0.9491223136458294,0.9488052183916709,0.9494374976239992
2228,0.9549608881149767,0.9542427690256808,0.9556680006711205,0.9491019168883957,0.9487846793153382,0.9494172422590949
2229,0.9549549196467286,0.9542367083304826,0.9556621230974707,0.9490863076271796,0.9487689611014678,0.9494017412411451
2230,0.9549370021476742,0.9542185138449759,0.9556444785815583,0.9490778974693809,0.9487604922198941,0.9493933894246609
2231,0.9549190733231921,0.9542003077924038,0.955626822977386,0.9490622690491098,0.9487447546360928,0.9493778694567476
2232,0.9548951540026763,0.9541760185667175,0.9556032682138319,0.9490442254456,0.9487265849711717,0.9493599510932476
2233,0.9548712201437252,0.9541517145513122,0.9555796991592221,0.9490273747106435,0.9487096164847906,0.9493432173423397
2234,0.9548412848121312,0.9541213162485267,0.955550220104952,0.9490044895442366,0.9486865713560064,0.9493204910956288
2235,0.9548293000837812,0.9541091460871051,0.9555384181273686,0.9489876119237414,0.9486695757121193,0.9493037307289378
2236,0.9548053101513033,0.9540847847957501,0.9555147941793386,0.9489695155864342,0.948651352785807,0.9492857601549677
2237,0.9547813052912737,0.9540604083139799,0.955491155562462,0.9489574442869594,0.9486391970229889,0.94927377276782
2238,0.954757287448463,0.9540360186486451,0.9554675041608381,0.9489465734798437,0.9486282501247219,0.9492629775553092
2239,0.9547392643184852,0.9540177164809798,0.9554497560298566,0.9489248185740509,0.9486063429059387,0.9492413739683666
2240,0.9547272413330203,0.9540055072959664,0.9554379165480896,0.9489030491394047,0.9485844210299439,0.9492197559799612
2241,0.9547152097869811,0.9539932893309332,0.9554260687206712,0.9488800543483129,0.9485612651867503,0.9491969211895062
2242,0.9546971455079752,0.9539749449829769,0.9554082804509186,0.9488606728117767,0.9485417478455177,0.9491776745707231
2243,0.9546911199391792,0.9539688259525132,0.9554023469883958,0.9488449133223767,0.9485258778893938,0.949162024826369
2244,0.9546911199391792,0.9539688259525132,0.9554023469883958,0.9488279302816185,0.9485087757693942,0.9491451600867203
2245,0.954666988421056,0.9539443197886994,0.9553785846774001,0.9488085087017882,0.9484892179807658,0.9491258738254622
2246,0.954648880399122,0.9539259306243079,0.9553607537166089,0.9487878601177715,0.9484684245558286,0.9491053691355896
2247,0.954618680313063,0.9538952615968788,0.955331015763602,0.9487671983347695,0.9484476178143851,0.9490848513633623
2248,0.9545884582367433,0.9538645702142899,0.9553012561798088,0.9487440902422373,0.9484243475720245,0.9490619043604631
2249,0.9545703095921436,0.953846139656151,0.9552833853543926,0.948722180305278,0.9484022838431169,0.9490401472096487
2250,0.9545521481717533,0.9538276960357922,0.9552655020341465,0.9487124356291315,0.948392470741422,0.949030470511414
2251,0.9545400314905133,0.9538153909991548,0.9552535709706219,0.9487039040095984,0.9483838791903426,0.9490219984312293
2252,0.9545279059589679,0.9538030768834977,0.9552416312807753,0.9486892692574779,0.9483691415958183,0.9490074658482966
2253,0.9544975738276801,0.9537722729446917,0.9552117640951057,0.9486709651109877,0.9483507087932082,0.9489892895155888
2254,0.9544793627431442,0.953753778561438,0.9551938321886669,0.9486514286006142,0.9483310349381626,0.9489698894505313
2255,0.9544732876679577,0.9537476089297529,0.9551878502938641,0.9486453189036318,0.9483248822688409,0.9489638224443897
2256,0.9544550487440253,0.9537290859797334,0.9551698912602723,0.948624527106368,0.9483039441415075,0.94894317601814
2257,0.9544489640253981,0.9537229064504655,0.9551638999708635,0.9486122874216146,0.9482916182815891,0.9489310219435766
2258,0.9544428753475381,0.9537167228487674,0.9551579048329648,0.9486037137681786,0.9482829842358871,0.9489225082863156
2259,0.9544306895184782,0.9537043469415576,0.955145906309415,0.9485902324593917,0.9482694079285632,0.9489091213528065
2260,0.9544245925560685,0.953698154830865,0.9551399031066621,0.9485730636495693,0.948252118100532,0.9488920727670435
2261,0.9544123914606004,0.9536857632501027,0.955127889715298,0.9485509758444083,0.9482298745774991,0.9488701396577641
2262,0.9543879691319767,0.9536609594704296,0.9551038432658272,0.9485276442175008,0.9482063784302284,0.9488469714712919
2263,0.9543329664635039,0.9536050976652434,0.95504968718433,0.9485030631296364,0.9481816239526867,0.9488225626346555
2264,0.9543207347186349,0.9535926748670855,0.9550376437021609,0.9484895335384035,0.9481679988964875,0.9488091278814245
2265,0.9543207347186349,0.9535926748670855,0.9550376437021609,0.948469841109437,0.9481481674766679,0.948789573530279
2266,0.9543023646154943,0.9535740175656808,0.9550195565982289,0.9484489057873506,0.9481270843739151,0.9487687850180057
2267,0.9542901092299098,0.9535615705062006,0.9550074900830207,0.9484254927725785,0.9481035060679939,0.9487455362083974
2268,0.9542717146943696,0.9535428881961463,0.9549893791116046,0.9484057643484876,0.9480836383472144,0.9487259461657126
2269,0.9542594422081018,0.9535304236257082,0.9549772958978389,0.948389723512941,0.9480674842155737,0.9487100178816315
2270,0.9542287329514166,0.9534992335015754,0.9549470604665589,0.9483674946736506,0.9480450983099425,0.9486879450760384
2271,0.9542225861546325,0.9534929904142032,0.9549410085496463,0.9483514282521126,0.9480289183263698,0.9486719914697131
2272,0.9542041313798258,0.9534742463886815,0.9549228387854979,0.9483415346608389,0.9480189547775211,0.9486621673758077
2273,0.9541918200215905,0.9534617420037238,0.9549107176234859,0.9483242097830628,0.9480015073533334,0.9486449642380643
2274,0.954167181569318,0.9534367171604383,0.954886459894976,0.9482994453833017,0.9479765677647952,0.9486203738742162
2275,0.9541486917489201,0.9534179373414148,0.9548682558193439,0.9482771436789086,0.9479541082806456,0.9485982289112269
2276,0.9541301856712137,0.9533991408682668,0.9548500358752635,0.9482585452929707,0.9479353782786414,0.948579761275
2277,0.9541240112302631,0.9533928694716829,0.954843956966004,0.9482448947857325,0.947921631120794,0.9485662067819113
2278,0.9541054733917353,0.9533740403829468,0.954825706097852,0.9482349595638868,0.9479116255175024,0.9485563414778434
2279,0.9541054733917353,0.9533740403829468,0.954825706097852,0.9482163185961678,0.9478928524495178,0.9485378317398752
2280,0.9540992854958839,0.9533677551536932,0.9548196141033405,0.9482051270777667,0.9478815815986495,0.9485267190310349
2281,0.9540807100019748,0.953348887363783,0.9548013266032326,0.9481864632145695,0.9478627853975444,0.9485081866332715
2282,0.9540683173316059,0.9533362996098008,0.9547891261439451,0.948162807483002,0.9478389619077735,0.9484846975537953
2283,0.9540062987977568,0.9532733047369358,0.9547280695727233,0.948145363979623,0.9478213946657997,0.9484673769729607
2284,0.9539814710476262,0.9532480861969361,0.9547036268594986,0.9481266576729882,0.9478025555948917,0.9484488025546666
2285,0.9539814710476262,0.9532480861969361,0.9547036268594986,0.9481141774450863,0.9477899867545557,0.9484364103543721
2286,0.9539752551722661,0.9532417723706997,0.9546975074913047,0.9480991920189128,0.9477748948953997,0.9484215306585684
2287,0.9539565940495349,0.9532228170449115,0.9546791362332452,0.9480791985205056,0.9477547593578723,0.9484016782614278
2288,0.9539565940495349,0.9532228170449115,0.9546791362332452,0.9480629445696765,0.9477383899161764,0.9483855390388133
2289,0.9539441370556186,0.953210163461341,0.9546668729269828,0.9480441780819063,0.9477194900521426,0.9483669050463785
2290,0.953919201902913,0.9531848346175639,0.9546423256511485,0.948015384105467,0.9476904914102002,0.9483383143835605
2291,0.9539067233993899,0.9531721590014222,0.954630041347789,0.948001600750666,0.9476766100424711,0.9483246283940621
2292,0.9539004794101549,0.9531658163239205,0.9546238945877683,0.9479915695184488,0.9476665074468552,0.9483146680535377
2293,0.95388798292461,0.9531531222293602,0.9546115927882013,0.9479689837114053,0.947643760908624,0.948292241914986
2294,0.9538754788218538,0.9531404203287676,0.9545992835564293,0.947951406246881,0.9476260583349247,0.9482747887323646
2295,0.9538629673386575,0.9531277108666313,0.9545869671216827,0.9479375867426371,0.9476121404416842,0.9482610669663872
2296,0.9538567077381268,0.9531213521731882,0.9545808051466445,0.947909931460645,0.9475842882424175,0.948233607299179
2297,0.9538316512485927,0.9530958988712046,0.9545561395910589,0.9478872877157822,0.9475614832372149,0.9482111237478841
2298,0.9538128415873584,0.9530767911931071,0.954537623529812,0.9478696610595628,0.9475437310001189,0.9481936218415339
2299,0.9537814690545131,0.9530449215103585,0.9545067407775033,0.9478595808919498,0.9475335789820611,0.9481836130487262
2300,0.9537626347552869,0.9530257887485749,0.9544882005167634,0.947848232753353,0.9475221499163324,0.9481723453013293
2301,0.9537312215111855,0.9529938776236594,0.9544572777723934,0.9478229989913298,0.9474967361662023,0.9481472903352663
2302,0.9537123606432599,0.9529747177850837,0.9544387114424331,0.9478065874774344,0.9474802075787347,0.9481309951194486
2303,0.9536934865868715,0.9529555444624923,0.9544201322139375,0.9477825872253328,0.9474560360946966,0.9481071649649337
2304,0.9536871905414074,0.9529491485384536,0.9544139345650493,0.9477547775936017,0.9474280280273516,0.9480795524541367
2305,0.9536619810625332,0.9529235388697299,0.9543891193338571,0.9477395959266675,0.9474127379917928,0.9480644784376545
2306,0.9536493655682696,0.9529107230195818,0.9543767012191867,0.9477218712761387,0.9473948867752221,0.948046879514162
2307,0.9536178078379006,0.9528786640428698,0.9543456372884824,0.9477003338990909,0.9473731955697882,0.9480254949455854
2308,0.9535988607849207,0.9528594160175597,0.954326986736204,0.9476737118568435,0.9473463833645943,0.947999061805386
2309,0.9535862204585628,0.9528465748257914,0.9543145442898388,0.9476572211327177,0.9473297748290236,0.9479826881114598
2310,0.9535482730712457,0.9528080243423473,0.9542771910339982,0.947636912079761,0.9473093206542775,0.9479625232177825
2311,0.9535419438889658,0.9528015945460954,0.9542709609697858,0.9476038847411862,0.9472760572756899,0.9479297303535248
2312,0.9535229395652209,0.9527822879228041,0.9542522544481766,0.947579728459619,0.9472517283151968,0.9479057456052846
2313,0.9534975814300146,0.952756526311674,0.9542272937847527,0.9475644604709025,0.9472363511507318,0.9478905860678398
2314,0.9534912373829781,0.9527500812860172,0.9542210492131126,0.9475440900235529,0.9472158350054459,0.9478703603514068
2315,0.9534785414329711,0.9527371831673264,0.9542085524208903,0.9475326245912666,0.9472042875458806,0.9478589764018598
2316,0.9534467837975973,0.9527049197962086,0.9541772929890576,0.947509678887848,0.9471811776379213,0.9478361938126806
2317,0.9534213616006942,0.9526790927592275,0.9541522696030091,0.9474841667403161,0.9471554828986545,0.9478108630443974
2318,0.9534022823618945,0.9526597096387505,0.9541334897195539,0.947461190526582,0.9471323422236505,0.9477880501997525
2319,0.9533895509797624,0.9526467753559074,0.9541209582140624,0.947444582341445,0.947115615108046,0.9477715601550052
2320,0.9533831805673513,0.9526403033613927,0.9541146878688995,0.9474305189646259,0.9471014509835157,0.9477575968563978
2321,0.9533768052560334,0.9526338263226509,0.9541084127669558,0.947417726118356,0.9470885664609738,0.9477448950770231
2322,0.9533640470403377,0.9526208644492276,0.9540958551686335,0.9474036454126078,0.947074384817785,0.9477309146376116
2323,0.9533640470403377,0.9526208644492276,0.9540958551686335,0.9473844331064484,0.9470550347578361,0.9477118391692004
2324,0.9533065631431932,0.9525624624976169,0.9540392756142458,0.9473652090267849,0.9470356728147392,0.9476927520360746
2325,0.9533001713327856,0.9525559686040146,0.9540329843623876,0.9473446878510294,0.9470150044268713,0.9476723770931194
2326,0.9532873752714519,0.9525429680141002,0.9540203897724462,0.9473318509760187,0.9470020754171471,0.9476596317396568
2327,0.9532553614833009,0.9525104424003263,0.9539888801576705,0.9473125810408738,0.9469826671178538,0.9476404992475341
2328,0.9532361408168107,0.9524909144182403,0.9539699622119386,0.9472945835403483,0.9469645403550807,0.9476226301485468
2329,0.9532233178172581,0.9524778863164362,0.9539573412469069,0.9472778610458229,0.9469476977261707,0.947606026988324
2330,0.9532040699832025,0.9524583305076858,0.953938396779569,0.9472534060976935,0.9469230670718244,0.9475817465761238
2331,0.9531976499765333,0.9524518077404412,0.9539320779954001,0.9472237832983581,0.9468932314268583,0.9475523352047398
2332,0.9531847989707768,0.9524387508986661,0.9539194297426954,0.9472044509382187,0.9468737601420605,0.9475331408438545
2333,0.9531590721592447,0.9524126117870597,0.9538941090524898,0.9471825224608209,0.9468516740222599,0.9475113689584524
2334,0.9531397608923932,0.9523929909283448,0.9538751027364121,0.9471670318063437,0.9468360719676844,0.947495988961588
2335,0.9531075550022186,0.9523602686940896,0.9538434054495919,0.9471476551520465,0.9468165559246708,0.9474767507667557
2336,0.9530882180079747,0.9523406216395778,0.953824373866937,0.9471192162778881,0.9467879124388977,0.9474485151399885
2337,0.9530817681557185,0.9523340683274762,0.9538180259227914,0.9471088685136839,0.9467774902112175,0.9474382413427166
2338,0.9530688609392928,0.9523209539911333,0.9538053227186212,0.9470868653612975,0.94675532867628,0.947416395516504
2339,0.9530171911380042,0.9522684549957774,0.9537544696696417,0.9470583696255036,0.9467266277876261,0.9473881035650735
2340,0.9530042613322725,0.9522553176429457,0.9537417442961905,0.9470350353696075,0.9467031254945552,0.9473649362252202
2341,0.9529848488457067,0.9522355933683462,0.9537226389157112,0.9470129812196922,0.946680912489089,0.9473430398707983
2342,0.9529654227729982,0.9522158552027387,0.9537035202481574,0.9469999994230031,0.9466678371575541,0.9473301509846477
2343,0.9529524636043891,0.9522026877729357,0.9536907662116741,0.9469766166748934,0.9466442858906206,0.9473069356303401
2344,0.9529330108309828,0.9521829222646164,0.9536716214727089,0.9469558199423523,0.9466233392642818,0.947286287790861
2345,0.9529265231298147,0.9521763302367514,0.9536652365298058,0.9469415134501963,0.9466089296341643,0.9472720837479697
2346,0.9529200306548318,0.9521697332932193,0.9536588469518217,0.9469206879607429,0.9465879539515131,0.9472514074485031
2347,0.9528940372006411,0.9521433213466108,0.9536332656910064,0.9468985420353689,0.9465656482490201,0.9472294202327061
2348,0.9528680228123151,0.9521168880315434,0.9536076639225518,0.9468868092799783,0.9465538308150298,0.9472177715899847
2349,0.9528615143732405,0.9521102747408866,0.9536012587559263,0.9468724598418561,0.9465393777738532,0.9472035250623033
2350,0.9528550015746229,0.9521036569624234,0.9535948493552134,0.9468620168947179,0.9465288593977864,0.9471931570396694
2351,0.9528289329184955,0.9520771679707335,0.9535691946986788,0.946845037063232,0.9465117568856543,0.9471762990682258
2352,0.9527898023668357,0.9520374064905676,0.9535306855658362,0.9468149766650122,0.9464814792751386,0.9471464544292739
2353,0.9527180084742178,0.9519644556117054,0.953460031231042,0.9468018976829586,0.946468305764602,0.9471334693432526
2354,0.9526984131525353,0.9519445445878184,0.9534407468574908,0.9467861905368521,0.9464524850399212,0.9471178750155234
2355,0.9526788029069738,0.9519246182921937,0.9534214479011506,0.9467730912156169,0.9464392909535997,0.9471048698248685
2356,0.9526788029069738,0.9519246182921937,0.9534214479011506,0.9467612939591116,0.9464274083171146,0.947093157376494
2357,0.9526657118944096,0.9519113160803641,0.9534085649031807,0.9467324359241444,0.9463983413755778,0.9470645068486347
2358,0.9526395178111285,0.9518846993952788,0.9533827870493157,0.94672062381796,0.946386443751922,0.9470527796870035
2359,0.9526133103966073,0.9518580691991833,0.9533569960420136,0.9466930463709489,0.9463586666223794,0.9470254005846348
2360,0.952580527453742,0.9518247573632596,0.9533247340177539,0.9466746481863094,0.9463401351927566,0.9470071347520898
2361,0.9525739660780193,0.9518180900993429,0.9533182769332258,0.9466601797159216,0.946325561881439,0.9469927704197862
2362,0.9525608338287388,0.9518047458077055,0.953305353526609,0.9466391203890063,0.9463043499110404,0.946971862712817
2363,0.9525542630388883,0.9517980688664368,0.953298887285545,0.946625949995978,0.9462910840311927,0.9469587871662046
2364,0.9525345371983758,0.951778024223208,0.9532794754326722,0.9466101355131312,0.9462751548548962,0.9469430866073996
2365,0.9525082199093817,0.9517512815584127,0.9532535770942686,0.9465956303819486,0.9462605444993056,0.9469286859946
2366,0.9524818864317366,0.9517245224321138,0.9532276628359807,0.9465824353149914,0.9462472536776639,0.9469155860396645
2367,0.9524489440832772,0.9516910475484665,0.953195244978265,0.9465586659377585,0.946223311746243,0.9468919880581845
2368,0.9524489440832772,0.9516910475484665,0.953195244978265,0.9465401620199031,0.9462046734396897,0.9468736176265066
2369,0.9524357445912728,0.9516776344084089,0.9531822559029391,0.9465216429744109,0.9461860198394775,0.9468552322318067
2370,0.9523961200309338,0.951637368436532,0.9531432630525684,0.9465004639070194,0.9461646868528306,0.9468342060494631
2371,0.9523895107128962,0.9516306521011095,0.9531367591328158,0.9464779463471147,0.9461420056183326,0.9468118510642604
2372,0.95233660385861,0.9515768886348293,0.9530846959318048,0.9464501138669769,0.9461139708248025,0.9467842195379571
2373,0.9523299857681176,0.9515701633855844,0.9530781833789539,0.9464315472063435,0.9460952691891195,0.9467657869452664
2374,0.9523233627989277,0.9515634331118625,0.9530716660899753,0.9464196025916248,0.9460832377034702,0.9467539286174662
2375,0.9523101040435634,0.9515499593705813,0.9530586190636448,0.9464023331790494,0.9460658426143966,0.9467367840360777
2376,0.9523034694931022,0.9515432171798854,0.9530520905218005,0.9463823919308588,0.9460457561952091,0.9467169869821899
2377,0.9522968303172317,0.9515364702262801,0.9530455574890264,0.9463624369472505,0.9460256559045273,0.9466971763278623
2378,0.9522835443701315,0.9515229685209128,0.9530324840266721,0.9463517874628585,0.9460149288493207,0.9466866038921748
2379,0.9522702495197322,0.9515094576827267,0.9530194018858184,0.9463344704071036,0.945997485609013,0.9466694121714091
2380,0.9522569464044517,0.9514959383714909,0.9530063116840232,0.9463198092794792,0.945982717627457,0.9466548571781861
2381,0.9522236642060972,0.9514621151655501,0.9529735622776148,0.9463011364075433,0.9459639086154514,0.9466363195293366
2382,0.952197012550857,0.9514350301455641,0.952947337404273,0.9462837815592783,0.9459464271700526,0.946619090425151
2383,0.9521636730197347,0.9514011484584245,0.9529145317934005,0.9462690855334742,0.9459316238975918,0.9466045009231067
2384,0.9521369843871387,0.9513740258402531,0.9528882705542842,0.9462476949392564,0.9459100771574205,0.9465832654221099
2385,0.9521236314622672,0.9513604557373939,0.9528751315079335,0.9462343168397369,0.9458966013726743,0.9465699843490788
2386,0.9520969063101613,0.9513332957893446,0.9528488345444012,0.9462115594953218,0.9458736778165739,0.9465473920952984
2387,0.9520835362282033,0.9513197081612784,0.952835678702301,0.946192806027848,0.9458547873549404,0.9465287746978716
2388,0.9520500837765427,0.951285711233361,0.9528027624496773,0.9461700170223399,0.9458318318278901,0.9465061510903678
